Code;Bezeichnung;Preis
3018;Aufstellung Grundeinheit bei Implantatversorgung;39,31
3020;Aufstellen Wachs o. Kunststoff je Zahn;2,38
3028;Aufstellung Wachs o. Kunst. je Zahn bei Implantatversorgung;2,16
3030;Aufstellen Metall je Zahn;3,13
3410;Übertragung je Zahn;1,87
3610;Fertigstellung Grundeinheit;65,39
3618;Fertigstellung Grundeinheit bei Implantatversorgung;59,17
3620;Fertigstellen je Zahn;4,10
3628;Fertigstellen je Zahn bei Implantatversorgung;3,71
3800;Einfache gebogene Halte-/Stützvorrichtg.;12,57
3805;Gebogene Auflage;12,57
3810;Sonst gebog. Halte-u./o. Stützvorrichtg.;21,22
3821;Weichkunststoff;68,76
3822;Sonderkunststoff;67,45
3830;Zahn zahnfarben hergestellt;28,83
3840;Zahn zahnfarben hinterlegt;15,13
4010;Aufbissbehelf m. adj. Oberfläche;103,18
4020;Aufbissbehelf o. adj. Oberfläche;73,64
4030;Umarbeiten zum Aufbissbehelf;49,58
4040;Semipermanente Schiene aus Metall, je Zahn;36,86
5010;Basen UKPS;319,40
5020;Vestibuläre Protrusionsgleitflächen UKPS;22,04
5100;Befestigungselement Protrusionselement UKPS;17,92
5110;Montage Protrusionselement UKPS;17,92
5200;Befestigungselement Mundöffnungsbegrenzung UKPS;12,19
5210;Einfaches gebogenes Halteelement UKPS;12,19
7010;Basis für Einzelkiefergerät;58,76
7020;Basis bimaxilläres Gerät;102,54
7030;Schiefe Ebene;24,12
7040;Vorhofplatte;58,96
7050;Kinnkappe;56,97
7100;Aufbiss;11,19
7110;Abschirmelement;21,83
7121;Weichkunststoff (KFO);23,61
7122;Sonderkunststoff KFO;23,61
7200;Schraube einarbeiten;17,75
7210;Spezialschraube einarbeiten;29,65
7220;Trennen einer Basis;7,76
7300;Labialbogen;21,34
7310;Labialbogen modifiziert;29,76
7320;Labialbogen intermaxillär;29,76
7330;Feder, offen;9,55
7340;Feder, geschlossen;14,22
7400;Verbindungselement/intramaxillär;24,02
7410;Verbindungselemente/intermaxillär;29,65
7420;Verankerungselement;24,33
7430;Einzelelement einarbeiten;13,84
7440;Metallverbindung (KFO);10,15
7500;Einarmiges H-/A-Element;9,55
7510;Mehrarmiges H-/A-Element;12,05
8010;Grundeinheit Instands. ZE;28,55
8018;Grundeinheit Instands. ZE/implantatgest.;25,83
8021;LE Sprung;10,57
8022;LE Bruch;10,57
8023;LE Einarbeiten Zahn;10,57
8024;LE Basisteil Kunststoff;10,57
8025;LE Halte- u./o. Stützvorrichtg. einarbeiten;10,57
8026;LE Rückenschutzplatte einarbeiten;10,57
8027;LE Kunststoffsattel;10,57
8030;Retention, gebogen;46,00
8040;Retention, gegossen;58,10
8060;Gegossenes Basisteil;88,01
8070;Metallverbindung b. Instands/Erweiterg.;23,04
8080;Teilunterfütterung einer Basis;45,12
8085;Teilunterfütterung Basis UKPS;43,84
8088;Teilunterfütterung/implantatgestützt;41,70
8090;Vollständige Unterfütterung;72,17
8098;Vollst. Unterfütterung / implantatgest.;66,68
8100;Prothesenbasis erneuern;88,31
8108;Prothesenbasis erneuern/Implantatv.;81,61
8130;Auswechseln Konfektionsteil;15,18
8200;Instandsetzg. Krone/Flügel/Brückenglied;45,39
8208;Instandsetzg. Krone/implantatgestützt;41,96
8500;Grundeinheit Instandsetzung / Erweiterung UKPS;62,51
8511;Erneuerung Basis UKPS;159,50
8512;LE Sprung/Bruch UKPS;10,26
8513;LE Basisteil Kunststoff UKPS;10,26
8514;LE Halte und/oder Stutzvorrichtung einarbeiten UKPS;10,26
8610;Grundeinheit/Instand. KFO o. Aufbissbeh.;19,81
8620;LE Einfügen Regulierung.-o. Halteelement;7,67
8630;Erneuerg. eines Elementes/intermaxilär;14,83
8640;KFO-Basis erneuern;72,62
8700;Remontieren KFO-Gerät;34,55
9330;Versandkosten;7,17
9335;Versandkosten UKPS;7,17
9338;Versandkosten bei Implantatversorgung;7,17
9700;Verarbeitungsaufwand NEM-Legierung;17,22
